id,sex,age,edu,drink
17422,female,55-64,bachelor's degree ,once a week
17423,female,55-64,less than high school diploma,not in the past month
17424,male,45-54,high school diploma,once or twice in the past month
17425,male,45-54,high school diploma,once or twice in the past month
17426,male,15-24,high school diploma,once a week
17427,female,55-64,college diploma,once a week
17428,female,65-74,high school diploma,2-3 times a week
17429,female,25-34,university diploma above bachelor's degree,once or twice in the past month
17430,female,45-54,high school diploma,not in the past month
17431,male,25-34,trade certificate,once a week
17432,male,25-34,college diploma,once or twice in the past month
17433,male,65-74,high school diploma,never drink
17434,female,75&over,university diploma below bachelor's degree,4-6 times a week
17435,female,25-34,high school diploma,never drink
17436,female,25-34,college diploma,once or twice in the past month
17437,male,55-64,college diploma,everyday
17438,male,75&over,less than high school diploma,never drink
17439,female,25-34,college diploma,once a week
17440,male,55-64,high school diploma,2-3 times a week
17441,female,45-54,bachelor's degree ,once or twice in the past month
17442,male,75&over,bachelor's degree ,everyday
17443,male,45-54,trade certificate,everyday
17444,female,75&over,less than high school diploma,once a week
17445,female,45-54,university diploma below bachelor's degree,once or twice in the past month
17446,male,65-74,high school diploma,not in the past month
17447,male,35-44,bachelor's degree ,once a week
17448,male,25-34,college diploma,2-3 times a week
17449,male,55-64,high school diploma,once a week
17450,male,45-54,high school diploma,once a week
17451,male,55-64,university diploma above bachelor's degree,never drink
17452,female,35-44,high school diploma,once or twice in the past month
17453,female,55-64,high school diploma,everyday
17454,female,25-34,high school diploma,never drink
17455,male,55-64,college diploma,once a week
17456,male,35-44,bachelor's degree ,once or twice in the past month
17457,female,65-74,college diploma,never drink
17458,female,65-74,high school diploma,once or twice in the past month
17459,male,65-74,bachelor's degree ,once or twice in the past month
17460,female,25-34,bachelor's degree ,once or twice in the past month
17461,male,35-44,university diploma above bachelor's degree,once or twice in the past month
17462,female,55-64,high school diploma,once or twice in the past month
17463,male,25-34,college diploma,not in the past month
17464,female,25-34,high school diploma,once or twice in the past month
17465,male,65-74,college diploma,not in the past month
17466,female,55-64,bachelor's degree ,not in the past month
17467,male,65-74,trade certificate,once a week
17468,male,55-64,university diploma above bachelor's degree,2-3 times a week
17469,female,25-34,bachelor's degree ,4-6 times a week
17470,male,35-44,trade certificate,once or twice in the past month
17471,female,35-44,college diploma,4-6 times a week
17472,female,65-74,less than high school diploma,not in the past month
17473,female,35-44,college diploma,once or twice in the past month
17474,female,65-74,less than high school diploma,not in the past month
17475,male,35-44,bachelor's degree ,4-6 times a week
17476,female,35-44,trade certificate,never drink
17477,male,45-54,college diploma,2-3 times a week
17478,male,35-44,trade certificate,never drink
17479,female,65-74,high school diploma,never drink
17480,female,55-64,high school diploma,once or twice in the past month
17481,female,65-74,less than high school diploma,never drink
17482,male,45-54,university diploma below bachelor's degree,once or twice in the past month
17483,male,35-44,bachelor's degree ,never drink
17484,male,65-74,college diploma,2-3 times a week
17485,female,75&over,high school diploma,not in the past month
17486,female,75&over,university diploma below bachelor's degree,not in the past month
17487,male,15-24,high school diploma,4-6 times a week
17488,male,55-64,college diploma,2-3 times a week
17489,female,75&over,bachelor's degree ,not in the past month
17490,female,45-54,college diploma,not in the past month
17491,female,45-54,high school diploma,never drink
17492,female,35-44,bachelor's degree ,once or twice in the past month
17493,male,45-54,college diploma,once or twice in the past month
17494,male,35-44,college diploma,once a week
17495,male,35-44,bachelor's degree ,once or twice in the past month
17496,female,45-54,high school diploma,once or twice in the past month
17497,male,65-74,college diploma,4-6 times a week
17498,female,45-54,high school diploma,4-6 times a week
17499,female,65-74,college diploma,once or twice in the past month
17500,female,35-44,university diploma above bachelor's degree,once a week
17501,male,65-74,trade certificate,everyday
17502,male,55-64,high school diploma,once a week
17503,female,55-64,high school diploma,not in the past month
17504,male,45-54,less than high school diploma,2-3 times a week
17505,male,35-44,trade certificate,once a week
17506,female,35-44,college diploma,2-3 times a week
17507,female,35-44,high school diploma,2-3 times a week
17508,female,35-44,bachelor's degree ,4-6 times a week
17509,male,25-34,college diploma,once or twice in the past month
17510,male,55-64,trade certificate,2-3 times a week
17511,male,55-64,high school diploma,not in the past month
17512,male,65-74,trade certificate,once a week
17513,female,65-74,college diploma,4-6 times a week
17514,female,75&over,trade certificate,once or twice in the past month
17515,female,55-64,bachelor's degree ,once a week
17516,female,65-74,don't know,not in the past month
17517,male,45-54,college diploma,2-3 times a week
17518,female,55-64,high school diploma,4-6 times a week
17519,male,45-54,high school diploma,never drink
17520,female,55-64,high school diploma,once a week
17521,female,55-64,bachelor's degree ,not in the past month
17522,male,65-74,university diploma above bachelor's degree,never drink
17523,male,55-64,university diploma below bachelor's degree,never drink
17524,male,65-74,less than high school diploma,once a week
17525,male,35-44,college diploma,once a week
17526,female,55-64,high school diploma,not in the past month
17527,female,25-34,university diploma above bachelor's degree,once a week
17528,female,45-54,bachelor's degree ,2-3 times a week
17529,female,25-34,bachelor's degree ,once or twice in the past month
17530,male,45-54,less than high school diploma,2-3 times a week
17531,male,45-54,bachelor's degree ,once a week
17532,male,65-74,university diploma above bachelor's degree,never drink
17533,male,55-64,college diploma,once or twice in the past month
17534,male,55-64,high school diploma,once a week
17535,female,45-54,college diploma,once a week
17536,female,55-64,bachelor's degree ,once or twice in the past month
17537,male,15-24,less than high school diploma,never drink
17538,female,45-54,bachelor's degree ,everyday
17539,male,25-34,college diploma,2-3 times a week
17540,male,45-54,less than high school diploma,not in the past month
17541,male,35-44,college diploma,once or twice in the past month
17542,female,55-64,bachelor's degree ,2-3 times a week
17543,male,75&over,high school diploma,4-6 times a week
17544,female,55-64,university diploma above bachelor's degree,2-3 times a week
17545,male,35-44,university diploma above bachelor's degree,4-6 times a week
17546,male,65-74,high school diploma,not in the past month
17547,female,55-64,bachelor's degree ,never drink
17548,female,65-74,high school diploma,never drink
17549,male,65-74,university diploma above bachelor's degree,once or twice in the past month
17550,female,35-44,college diploma,once a week
17551,female,25-34,college diploma,2-3 times a week
17552,female,65-74,university diploma above bachelor's degree,once or twice in the past month
17553,male,25-34,university diploma above bachelor's degree,2-3 times a week
17554,female,55-64,university diploma below bachelor's degree,once or twice in the past month
17555,male,55-64,bachelor's degree ,once a week
17556,female,35-44,university diploma above bachelor's degree,once or twice in the past month
17557,female,75&over,college diploma,once or twice in the past month
17558,male,55-64,less than high school diploma,2-3 times a week
17559,male,35-44,college diploma,not in the past month
17560,female,45-54,university diploma above bachelor's degree,once or twice in the past month
17561,male,35-44,bachelor's degree ,not in the past month
17562,male,75&over,trade certificate,2-3 times a week
17563,female,75&over,high school diploma,not in the past month
17564,female,75&over,university diploma above bachelor's degree,once or twice in the past month
17565,male,15-24,high school diploma,once or twice in the past month
17566,female,45-54,college diploma,4-6 times a week
17567,male,35-44,university diploma above bachelor's degree,4-6 times a week
17568,male,15-24,high school diploma,once or twice in the past month
17569,male,65-74,less than high school diploma,once or twice in the past month
17570,male,75&over,university diploma below bachelor's degree,not in the past month
17571,male,65-74,bachelor's degree ,everyday
17572,male,45-54,bachelor's degree ,never drink
17573,male,55-64,refusal,never drink
17574,female,55-64,bachelor's degree ,once or twice in the past month
17575,female,35-44,bachelor's degree ,once or twice in the past month
17576,female,55-64,high school diploma,once or twice in the past month
17577,male,55-64,university diploma below bachelor's degree,2-3 times a week
17578,female,35-44,college diploma,once or twice in the past month
17579,female,15-24,high school diploma,once or twice in the past month
17580,male,55-64,less than high school diploma,never drink
17581,male,15-24,high school diploma,once or twice in the past month
17582,female,25-34,bachelor's degree ,once or twice in the past month
17583,male,35-44,bachelor's degree ,once or twice in the past month
17584,male,75&over,bachelor's degree ,never drink
17585,female,15-24,high school diploma,2-3 times a week
17586,female,25-34,high school diploma,once a week
17587,male,55-64,college diploma,once a week
17588,female,75&over,less than high school diploma,once or twice in the past month
17589,female,75&over,less than high school diploma,once a week
17590,female,35-44,bachelor's degree ,once or twice in the past month
17591,male,35-44,bachelor's degree ,4-6 times a week
17592,male,55-64,college diploma,once a week
17593,female,65-74,less than high school diploma,4-6 times a week
17594,female,75&over,college diploma,not in the past month
17595,female,45-54,high school diploma,once or twice in the past month
17596,male,35-44,college diploma,2-3 times a week
17597,male,65-74,trade certificate,not in the past month
17598,female,35-44,college diploma,everyday
17599,female,35-44,bachelor's degree ,not in the past month
17600,female,55-64,bachelor's degree ,2-3 times a week
17601,female,45-54,college diploma,4-6 times a week
17602,female,35-44,less than high school diploma,not in the past month
17603,male,15-24,less than high school diploma,not in the past month
17604,female,65-74,high school diploma,once or twice in the past month
17605,female,45-54,university diploma above bachelor's degree,4-6 times a week
17606,male,25-34,high school diploma,once or twice in the past month
17607,female,55-64,high school diploma,not in the past month
17608,female,15-24,less than high school diploma,not in the past month
17609,male,35-44,university diploma above bachelor's degree,4-6 times a week
17610,female,55-64,college diploma,not in the past month
17611,male,65-74,high school diploma,2-3 times a week
17612,male,65-74,high school diploma,don't know
17613,male,35-44,bachelor's degree ,once or twice in the past month
17614,female,25-34,bachelor's degree ,once or twice in the past month
17615,male,45-54,less than high school diploma,once or twice in the past month
17616,female,25-34,bachelor's degree ,once a week
17617,male,75&over,less than high school diploma,not in the past month
17618,male,75&over,less than high school diploma,once or twice in the past month
17619,female,55-64,college diploma,2-3 times a week
17620,male,55-64,trade certificate,not in the past month
17621,female,45-54,high school diploma,2-3 times a week
17622,female,55-64,college diploma,once or twice in the past month
17623,male,15-24,bachelor's degree ,never drink
17624,male,35-44,bachelor's degree ,never drink
17625,male,65-74,trade certificate,2-3 times a week
17626,female,65-74,high school diploma,once or twice in the past month
17627,female,55-64,high school diploma,once or twice in the past month
17628,female,35-44,less than high school diploma,once or twice in the past month
17629,female,15-24,bachelor's degree ,once or twice in the past month
17630,male,65-74,university diploma above bachelor's degree,never drink
17631,male,65-74,bachelor's degree ,never drink
17632,female,35-44,university diploma above bachelor's degree,4-6 times a week
17633,female,55-64,university diploma above bachelor's degree,2-3 times a week
17634,male,25-34,university diploma below bachelor's degree,2-3 times a week
17635,male,65-74,less than high school diploma,not in the past month
17636,male,65-74,less than high school diploma,everyday
17637,female,35-44,bachelor's degree ,once or twice in the past month
17638,male,45-54,college diploma,2-3 times a week
17639,male,25-34,college diploma,once a week
17640,female,35-44,bachelor's degree ,once or twice in the past month
17641,male,15-24,high school diploma,once a week
17642,male,25-34,bachelor's degree ,not in the past month
17643,male,55-64,less than high school diploma,everyday
17644,female,35-44,high school diploma,2-3 times a week
17645,male,55-64,less than high school diploma,once or twice in the past month
17646,male,25-34,university diploma below bachelor's degree,2-3 times a week
17647,female,45-54,high school diploma,never drink
17648,male,55-64,high school diploma,everyday
17649,male,45-54,less than high school diploma,everyday
17650,female,75&over,less than high school diploma,never drink
17651,female,45-54,trade certificate,once a week
17652,female,25-34,bachelor's degree ,once a week
17653,female,55-64,college diploma,never drink
17654,male,55-64,university diploma below bachelor's degree,4-6 times a week
17655,female,45-54,don't know,once or twice in the past month
17656,female,35-44,high school diploma,once a week
17657,male,65-74,college diploma,once a week
17658,male,65-74,university diploma below bachelor's degree,never drink
17659,female,45-54,bachelor's degree ,once or twice in the past month
17660,male,25-34,high school diploma,once or twice in the past month
17661,female,55-64,less than high school diploma,never drink
17662,male,45-54,college diploma,2-3 times a week
17663,male,45-54,high school diploma,once a week
17664,female,75&over,bachelor's degree ,once or twice in the past month
17665,male,55-64,university diploma above bachelor's degree,everyday
17666,male,75&over,university diploma below bachelor's degree,once or twice in the past month
17667,male,75&over,less than high school diploma,not in the past month
17668,male,65-74,trade certificate,once or twice in the past month
17669,female,55-64,less than high school diploma,not in the past month
17670,female,45-54,bachelor's degree ,once or twice in the past month
17671,male,25-34,college diploma,2-3 times a week
17672,female,45-54,high school diploma,once a week
17673,male,55-64,trade certificate,4-6 times a week
17674,female,75&over,bachelor's degree ,never drink
17675,male,45-54,bachelor's degree ,once or twice in the past month
17676,male,25-34,trade certificate,not in the past month
17677,female,75&over,trade certificate,everyday
17678,female,35-44,bachelor's degree ,once or twice in the past month
17679,male,55-64,high school diploma,2-3 times a week
17680,male,45-54,university diploma below bachelor's degree,not in the past month
17681,female,45-54,college diploma,never drink
17682,male,75&over,high school diploma,2-3 times a week
17683,male,25-34,trade certificate,2-3 times a week
17684,female,35-44,university diploma above bachelor's degree,never drink
17685,male,65-74,trade certificate,not in the past month
17686,female,65-74,university diploma above bachelor's degree,2-3 times a week
17687,male,65-74,university diploma above bachelor's degree,4-6 times a week
17688,female,75&over,less than high school diploma,once or twice in the past month
17689,female,55-64,university diploma above bachelor's degree,once a week
17690,female,75&over,less than high school diploma,never drink
17691,female,65-74,less than high school diploma,never drink
17692,male,45-54,bachelor's degree ,not in the past month
17693,male,65-74,bachelor's degree ,not in the past month
17694,female,45-54,high school diploma,never drink
17695,male,45-54,bachelor's degree ,everyday
17696,female,35-44,bachelor's degree ,once or twice in the past month
17697,male,35-44,college diploma,once or twice in the past month
17698,female,45-54,college diploma,2-3 times a week
17699,female,65-74,college diploma,not in the past month
17700,female,35-44,refusal,never drink
17701,male,45-54,high school diploma,once a week
17702,female,65-74,less than high school diploma,once a week
17703,male,55-64,high school diploma,4-6 times a week
17704,female,45-54,college diploma,not in the past month
17705,female,45-54,bachelor's degree ,once or twice in the past month
17706,female,25-34,college diploma,once a week
17707,female,45-54,high school diploma,once or twice in the past month
17708,female,45-54,college diploma,once a week
17709,male,65-74,high school diploma,once a week
17710,male,15-24,high school diploma,never drink
17711,male,35-44,college diploma,not in the past month
17712,male,75&over,less than high school diploma,never drink
17713,female,15-24,college diploma,once a week
17714,male,25-34,university diploma above bachelor's degree,once or twice in the past month
17715,female,55-64,college diploma,once or twice in the past month
17716,female,15-24,less than high school diploma,never drink
17717,female,25-34,college diploma,2-3 times a week
17718,female,65-74,bachelor's degree ,everyday
17719,male,25-34,less than high school diploma,not in the past month
17720,male,15-24,high school diploma,once or twice in the past month
17721,female,45-54,trade certificate,once or twice in the past month
17722,male,65-74,high school diploma,never drink
17723,female,65-74,bachelor's degree ,never drink
17724,female,25-34,bachelor's degree ,never drink
17725,male,55-64,high school diploma,2-3 times a week
17726,female,45-54,bachelor's degree ,once or twice in the past month
17727,male,45-54,college diploma,4-6 times a week
17728,female,35-44,university diploma above bachelor's degree,once a week
17729,female,65-74,bachelor's degree ,once or twice in the past month
17730,female,55-64,high school diploma,2-3 times a week
17731,female,65-74,college diploma,once or twice in the past month
17732,male,75&over,college diploma,4-6 times a week
17733,female,55-64,university diploma above bachelor's degree,2-3 times a week
17734,female,55-64,trade certificate,once a week
17735,female,65-74,high school diploma,once or twice in the past month
17736,female,45-54,high school diploma,once or twice in the past month
17737,male,65-74,bachelor's degree ,once or twice in the past month
17738,female,15-24,less than high school diploma,once or twice in the past month
17739,female,55-64,high school diploma,not in the past month
17740,male,65-74,high school diploma,not in the past month
17741,male,15-24,high school diploma,once or twice in the past month
17742,male,65-74,trade certificate,everyday
17743,male,45-54,bachelor's degree ,not in the past month
17744,female,35-44,college diploma,not in the past month
17745,female,25-34,high school diploma,once or twice in the past month
17746,female,35-44,bachelor's degree ,2-3 times a week
17747,male,75&over,high school diploma,once or twice in the past month
17748,male,75&over,trade certificate,everyday
17749,female,65-74,college diploma,once or twice in the past month
17750,male,45-54,trade certificate,2-3 times a week
17751,female,55-64,college diploma,2-3 times a week
17752,male,35-44,college diploma,2-3 times a week
17753,female,45-54,trade certificate,once or twice in the past month
17754,male,45-54,university diploma above bachelor's degree,2-3 times a week
17755,female,65-74,trade certificate,2-3 times a week
17756,male,45-54,high school diploma,once a week
17757,female,35-44,college diploma,not in the past month
17758,female,55-64,high school diploma,2-3 times a week
17759,male,65-74,college diploma,everyday
17760,female,55-64,bachelor's degree ,never drink
17761,male,15-24,less than high school diploma,never drink
17762,female,35-44,bachelor's degree ,not in the past month
17763,male,65-74,high school diploma,never drink
17764,female,55-64,college diploma,not in the past month
17765,male,55-64,bachelor's degree ,2-3 times a week
17766,male,55-64,high school diploma,4-6 times a week
17767,female,15-24,less than high school diploma,not in the past month
17768,female,45-54,college diploma,once or twice in the past month
17769,male,55-64,trade certificate,once or twice in the past month
17770,female,15-24,less than high school diploma,never drink
17771,male,45-54,trade certificate,2-3 times a week
17772,male,25-34,high school diploma,2-3 times a week
17773,female,35-44,bachelor's degree ,once or twice in the past month
17774,male,25-34,high school diploma,not in the past month
17775,male,45-54,high school diploma,once a week
17776,female,55-64,college diploma,not in the past month
17777,female,35-44,college diploma,2-3 times a week
17778,female,65-74,college diploma,once or twice in the past month
17779,male,65-74,university diploma above bachelor's degree,everyday
17780,male,35-44,college diploma,once or twice in the past month
17781,female,15-24,high school diploma,2-3 times a week
17782,male,55-64,college diploma,everyday
17783,male,55-64,college diploma,once or twice in the past month
17784,male,55-64,high school diploma,once or twice in the past month
17785,female,65-74,high school diploma,2-3 times a week
17786,male,35-44,bachelor's degree ,4-6 times a week
17787,female,55-64,high school diploma,2-3 times a week
17788,female,45-54,less than high school diploma,never drink
17789,male,25-34,college diploma,once or twice in the past month
17790,male,45-54,bachelor's degree ,never drink
17791,female,45-54,bachelor's degree ,once or twice in the past month
17792,female,75&over,less than high school diploma,2-3 times a week
17793,female,65-74,don't know,once a week
17794,male,45-54,bachelor's degree ,2-3 times a week
17795,male,45-54,trade certificate,2-3 times a week
17796,female,55-64,high school diploma,never drink
17797,male,35-44,college diploma,2-3 times a week
17798,male,45-54,college diploma,once or twice in the past month
17799,female,55-64,high school diploma,never drink
17800,female,15-24,college diploma,once or twice in the past month
17801,female,25-34,high school diploma,not in the past month
17802,male,35-44,high school diploma,once a week
17803,male,45-54,bachelor's degree ,once or twice in the past month
17804,male,45-54,less than high school diploma,once or twice in the past month
17805,female,65-74,high school diploma,once or twice in the past month
17806,female,65-74,college diploma,not in the past month
17807,female,25-34,college diploma,2-3 times a week
17808,male,55-64,less than high school diploma,once a week
17809,female,75&over,less than high school diploma,not in the past month
17810,female,55-64,college diploma,once a week
17811,male,55-64,less than high school diploma,once a week
17812,male,55-64,high school diploma,2-3 times a week
17813,male,55-64,less than high school diploma,never drink
17814,male,25-34,college diploma,not in the past month
17815,female,65-74,college diploma,once or twice in the past month
17816,male,55-64,trade certificate,once a week
17817,male,55-64,high school diploma,2-3 times a week
17818,female,55-64,university diploma above bachelor's degree,once or twice in the past month
17819,female,15-24,high school diploma,once or twice in the past month
17820,male,35-44,university diploma above bachelor's degree,once or twice in the past month
17821,male,65-74,college diploma,once a week
17822,female,25-34,college diploma,once a week
17823,male,45-54,bachelor's degree ,2-3 times a week
17824,female,65-74,college diploma,once or twice in the past month
17825,male,45-54,bachelor's degree ,once a week
17826,female,55-64,college diploma,not in the past month
17827,male,45-54,bachelor's degree ,once a week
17828,male,65-74,high school diploma,never drink
17829,male,45-54,trade certificate,once a week
17830,male,25-34,college diploma,never drink
17831,female,45-54,college diploma,once or twice in the past month
17832,male,75&over,bachelor's degree ,once a week
17833,female,35-44,college diploma,2-3 times a week
17834,female,65-74,college diploma,once a week
17835,male,35-44,high school diploma,not in the past month
17836,male,25-34,university diploma above bachelor's degree,never drink
17837,female,35-44,university diploma above bachelor's degree,once or twice in the past month
17838,male,55-64,trade certificate,4-6 times a week
17839,male,55-64,high school diploma,everyday
17840,female,75&over,less than high school diploma,not in the past month
17841,female,45-54,high school diploma,4-6 times a week
17842,female,65-74,high school diploma,once or twice in the past month
17843,female,45-54,college diploma,never drink
17844,female,35-44,college diploma,once a week
17845,female,35-44,university diploma above bachelor's degree,not in the past month
17846,male,15-24,less than high school diploma,never drink
17847,female,65-74,less than high school diploma,once or twice in the past month
17848,female,55-64,university diploma above bachelor's degree,2-3 times a week
17849,female,65-74,university diploma below bachelor's degree,2-3 times a week
17850,female,45-54,college diploma,not in the past month
17851,female,45-54,college diploma,once a week
17852,male,65-74,college diploma,4-6 times a week
17853,male,15-24,high school diploma,never drink
17854,male,55-64,university diploma above bachelor's degree,once or twice in the past month
17855,female,65-74,less than high school diploma,not in the past month
17856,female,75&over,less than high school diploma,never drink
17857,female,35-44,less than high school diploma,never drink
17858,female,55-64,high school diploma,not in the past month
17859,female,45-54,university diploma below bachelor's degree,once a week
17860,male,15-24,less than high school diploma,never drink
17861,female,75&over,college diploma,4-6 times a week
17862,female,55-64,less than high school diploma,once or twice in the past month
17863,female,75&over,university diploma above bachelor's degree,never drink
17864,male,65-74,bachelor's degree ,once or twice in the past month
17865,male,75&over,high school diploma,once or twice in the past month
17866,female,45-54,bachelor's degree ,once or twice in the past month
17867,male,65-74,less than high school diploma,once a week
17868,male,35-44,college diploma,once a week
17869,male,45-54,less than high school diploma,everyday
17870,male,75&over,high school diploma,2-3 times a week
17871,female,65-74,bachelor's degree ,everyday
17872,female,25-34,university diploma above bachelor's degree,once or twice in the past month
17873,male,35-44,college diploma,once or twice in the past month
17874,female,25-34,bachelor's degree ,once a week
17875,female,75&over,university diploma above bachelor's degree,2-3 times a week
17876,male,25-34,high school diploma,4-6 times a week
17877,male,45-54,high school diploma,once a week
17878,female,55-64,college diploma,once or twice in the past month
17879,male,65-74,less than high school diploma,once a week
17880,female,55-64,high school diploma,once or twice in the past month
17881,female,25-34,bachelor's degree ,once a week
17882,female,55-64,bachelor's degree ,never drink
17883,female,45-54,bachelor's degree ,not in the past month
17884,male,25-34,high school diploma,once or twice in the past month
17885,female,75&over,college diploma,once or twice in the past month
17886,male,75&over,less than high school diploma,4-6 times a week
17887,female,45-54,college diploma,not in the past month
17888,female,55-64,high school diploma,never drink
17889,female,15-24,less than high school diploma,once or twice in the past month
17890,male,45-54,university diploma below bachelor's degree,not in the past month
17891,female,35-44,university diploma above bachelor's degree,once or twice in the past month
17892,female,25-34,bachelor's degree ,once or twice in the past month
17893,male,65-74,trade certificate,everyday
17894,male,15-24,less than high school diploma,once or twice in the past month
17895,female,75&over,high school diploma,never drink
17896,female,55-64,college diploma,2-3 times a week
17897,male,25-34,high school diploma,2-3 times a week
17898,female,25-34,bachelor's degree ,2-3 times a week
17899,female,35-44,college diploma,2-3 times a week
17900,male,45-54,trade certificate,not in the past month
17901,male,25-34,university diploma above bachelor's degree,once or twice in the past month
17902,female,55-64,high school diploma,not in the past month
17903,male,45-54,trade certificate,everyday
17904,female,15-24,college diploma,never drink
17905,female,45-54,bachelor's degree ,2-3 times a week
17906,male,75&over,less than high school diploma,2-3 times a week
17907,female,25-34,less than high school diploma,once or twice in the past month
17908,female,75&over,trade certificate,everyday
17909,male,55-64,bachelor's degree ,everyday
17910,male,65-74,high school diploma,4-6 times a week
17911,male,65-74,trade certificate,never drink
17912,male,65-74,trade certificate,2-3 times a week
17913,female,65-74,high school diploma,not in the past month
17914,female,15-24,less than high school diploma,never drink
17915,female,75&over,less than high school diploma,not in the past month
17916,male,65-74,high school diploma,not in the past month
17917,male,55-64,trade certificate,once or twice in the past month
17918,female,55-64,college diploma,never drink
17919,female,65-74,university diploma below bachelor's degree,not in the past month
17920,male,65-74,high school diploma,not in the past month
17921,male,55-64,trade certificate,4-6 times a week
17922,male,35-44,bachelor's degree ,once a week
17923,male,25-34,high school diploma,never drink
17924,female,65-74,less than high school diploma,never drink
17925,female,65-74,university diploma below bachelor's degree,once a week
17926,female,65-74,bachelor's degree ,once or twice in the past month
17927,male,35-44,college diploma,2-3 times a week
17928,male,55-64,high school diploma,2-3 times a week
17929,male,75&over,university diploma above bachelor's degree,4-6 times a week
17930,female,45-54,college diploma,once a week
17931,male,55-64,college diploma,2-3 times a week
17932,female,25-34,bachelor's degree ,never drink
17933,female,25-34,bachelor's degree ,once or twice in the past month
17934,male,55-64,university diploma above bachelor's degree,never drink
17935,female,75&over,university diploma above bachelor's degree,once or twice in the past month
17936,female,55-64,university diploma above bachelor's degree,once or twice in the past month
17937,male,65-74,college diploma,not in the past month
17938,male,55-64,high school diploma,2-3 times a week
17939,male,55-64,high school diploma,once a week
17940,male,35-44,trade certificate,once a week
17941,male,55-64,less than high school diploma,not in the past month
17942,female,55-64,high school diploma,everyday
17943,male,65-74,university diploma below bachelor's degree,once or twice in the past month
17944,male,55-64,high school diploma,2-3 times a week
17945,male,65-74,bachelor's degree ,not in the past month
17946,male,25-34,high school diploma,everyday
17947,male,35-44,college diploma,2-3 times a week
17948,female,25-34,high school diploma,not in the past month
17949,female,35-44,high school diploma,once a week
17950,female,65-74,college diploma,never drink
17951,male,35-44,high school diploma,2-3 times a week
17952,male,65-74,high school diploma,2-3 times a week
17953,male,65-74,university diploma above bachelor's degree,everyday
17954,female,55-64,bachelor's degree ,2-3 times a week
17955,male,25-34,trade certificate,once or twice in the past month
17956,male,65-74,bachelor's degree ,not in the past month
17957,male,35-44,university diploma below bachelor's degree,never drink
17958,female,25-34,less than high school diploma,never drink
17959,male,45-54,less than high school diploma,once or twice in the past month
17960,male,35-44,high school diploma,once or twice in the past month
17961,male,45-54,university diploma above bachelor's degree,once a week
17962,male,65-74,trade certificate,everyday
17963,male,65-74,bachelor's degree ,2-3 times a week
17964,male,25-34,bachelor's degree ,once a week
17965,male,55-64,trade certificate,2-3 times a week
17966,female,55-64,high school diploma,everyday
17967,female,75&over,university diploma below bachelor's degree,once or twice in the past month
17968,male,45-54,college diploma,2-3 times a week
17969,male,25-34,trade certificate,not in the past month
17970,male,25-34,bachelor's degree ,4-6 times a week
17971,male,25-34,college diploma,once a week
17972,female,55-64,bachelor's degree ,2-3 times a week
17973,male,25-34,high school diploma,once or twice in the past month
17974,male,45-54,university diploma below bachelor's degree,once or twice in the past month
17975,male,25-34,college diploma,2-3 times a week
17976,male,35-44,trade certificate,not in the past month
17977,male,25-34,bachelor's degree ,once or twice in the past month
17978,male,25-34,college diploma,once or twice in the past month
17979,female,45-54,university diploma above bachelor's degree,never drink
17980,male,25-34,university diploma above bachelor's degree,2-3 times a week
17981,male,15-24,college diploma,2-3 times a week
17982,male,45-54,trade certificate,2-3 times a week
17983,female,55-64,college diploma,once or twice in the past month
17984,male,75&over,less than high school diploma,4-6 times a week
17985,female,45-54,college diploma,once or twice in the past month
17986,male,45-54,high school diploma,2-3 times a week
17987,male,25-34,college diploma,once or twice in the past month
17988,female,65-74,high school diploma,once a week
17989,male,25-34,trade certificate,everyday
17990,female,25-34,bachelor's degree ,once or twice in the past month
17991,male,45-54,high school diploma,once a week
17992,male,45-54,high school diploma,2-3 times a week
17993,female,65-74,high school diploma,2-3 times a week
17994,female,55-64,high school diploma,once or twice in the past month
17995,male,65-74,bachelor's degree ,4-6 times a week
17996,male,45-54,college diploma,2-3 times a week
17997,female,45-54,trade certificate,once or twice in the past month
17998,male,65-74,university diploma below bachelor's degree,4-6 times a week
17999,male,35-44,university diploma below bachelor's degree,4-6 times a week
18000,male,25-34,college diploma,once or twice in the past month
18001,female,55-64,less than high school diploma,once a week
18002,female,65-74,college diploma,never drink
18003,female,45-54,less than high school diploma,once or twice in the past month
18004,female,35-44,bachelor's degree ,4-6 times a week
18005,male,25-34,trade certificate,4-6 times a week
18006,female,25-34,college diploma,not in the past month
18007,male,55-64,less than high school diploma,once or twice in the past month
18008,male,45-54,college diploma,never drink
18009,male,35-44,college diploma,once or twice in the past month
18010,male,45-54,college diploma,once or twice in the past month
18011,female,65-74,trade certificate,never drink
18012,female,45-54,college diploma,2-3 times a week
18013,female,65-74,college diploma,not in the past month
18014,male,55-64,high school diploma,not in the past month
18015,female,35-44,college diploma,once or twice in the past month
18016,male,25-34,college diploma,once a week
18017,female,55-64,bachelor's degree ,4-6 times a week
18018,female,55-64,trade certificate,2-3 times a week
18019,female,65-74,high school diploma,never drink
18020,female,45-54,bachelor's degree ,once or twice in the past month
18021,female,65-74,college diploma,once or twice in the past month
18022,female,45-54,less than high school diploma,once or twice in the past month
18023,female,55-64,less than high school diploma,never drink
18024,female,65-74,college diploma,never drink
18025,female,65-74,trade certificate,once a week
18026,female,55-64,high school diploma,2-3 times a week
18027,male,45-54,university diploma below bachelor's degree,4-6 times a week
